date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
06:57:58	1003/1003	---MCZ	200	added ('OK')	application/javascript	etag:W/%22d8b4a3313328d2bacc9ed4fb41207d6e%22	https://www.genaio.me/js/backToTop.js	C:/My%20Web%20Sites/eureka%202/www.genaio.me/js/backToTop.js	(from https://www.genaio.me/)
06:57:58	23038/23038	---MCZ	200	added ('OK')	application/javascript	etag:W/%22832345870fd404b8a463686a82b01d43%22	https://www.genaio.me/js/smooth-scroll.js	C:/My%20Web%20Sites/eureka%202/www.genaio.me/js/smooth-scroll.js	(from https://www.genaio.me/)
06:57:59	1830/1830	---MCZ	200	added ('OK')	application/javascript	etag:W/%22c8f1b4f7254b473e92d905103dec4926%22	https://www.genaio.me/js/appear.min.js	C:/My%20Web%20Sites/eureka%202/www.genaio.me/js/appear.min.js	(from https://www.genaio.me/)
06:57:59	8415/8415	---MCZ	200	added ('OK')	application/javascript	etag:W/%2236050285bfeeb7395752f0f9bbc08273%22	https://www.genaio.me/js/wow.min.js	C:/My%20Web%20Sites/eureka%202/www.genaio.me/js/wow.min.js	(from https://www.genaio.me/)
06:57:59	71155/71155	---MCZ	200	added ('OK')	application/javascript	etag:W/%2207d0bd8e0dea4cda3094b898d20789db%22	https://www.genaio.me/js/gsap.min.js	C:/My%20Web%20Sites/eureka%202/www.genaio.me/js/gsap.min.js	(from https://www.genaio.me/)
06:57:59	5138/5138	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a33571eb2591514e45765696e5d92c9f%22	https://www.genaio.me/js/one-page-nav.js	C:/My%20Web%20Sites/eureka%202/www.genaio.me/js/one-page-nav.js	(from https://www.genaio.me/)
06:58:00	52074/52074	---MCZ	200	added ('OK')	application/javascript	etag:W/%22294a775090d6358d8c8979e98b97a28d%22	https://www.genaio.me/js/lightcase.js	C:/My%20Web%20Sites/eureka%202/www.genaio.me/js/lightcase.js	(from https://www.genaio.me/)
06:58:00	44342/44342	---MCZ	200	added ('OK')	application/javascript	etag:W/%22f416f9031fef25ae25ba9756e3eb6978%22	https://www.genaio.me/js/owl.carousel.min.js	C:/My%20Web%20Sites/eureka%202/www.genaio.me/js/owl.carousel.min.js	(from https://www.genaio.me/)
06:58:00	35445/35445	---MCZ	200	added ('OK')	application/javascript	etag:W/%222afcff647ed260006faa71c8e779e8d4%22	https://www.genaio.me/js/isotope.pkgd.min.js	C:/My%20Web%20Sites/eureka%202/www.genaio.me/js/isotope.pkgd.min.js	(from https://www.genaio.me/)
06:58:01	9896/9896	---MCZ	200	added ('OK')	application/javascript	etag:W/%22519a5777444f5965b6df23e26c69f037%22	https://www.genaio.me/js/odometer.min.js	C:/My%20Web%20Sites/eureka%202/www.genaio.me/js/odometer.min.js	(from https://www.genaio.me/)
06:58:01	20216/20216	---MCZ	200	added ('OK')	application/javascript	etag:W/%22ba6cf724c8bb1cf5b084e79ff230626e%22	https://www.genaio.me/js/magnific-popup.js	C:/My%20Web%20Sites/eureka%202/www.genaio.me/js/magnific-popup.js	(from https://www.genaio.me/)
06:58:01	23081/23081	---MCZ	200	added ('OK')	application/javascript	etag:W/%22161bceb7589689e0eb5f237f43d4b50f%22	https://www.genaio.me/js/validate.min.js	C:/My%20Web%20Sites/eureka%202/www.genaio.me/js/validate.min.js	(from https://www.genaio.me/)
06:58:02	10777/10777	---MCZ	200	added ('OK')	application/javascript	etag:W/%22f8a8ceb7186c08dd10aa6b4127772cef%22	https://www.genaio.me/js/main.js	C:/My%20Web%20Sites/eureka%202/www.genaio.me/js/main.js	(from https://www.genaio.me/)
06:58:02	47146/47146	---MCZ	200	added ('OK')	text/html	etag:W/%229e80d691cf50981782dcfba4cc086e82%22	https://www.genaio.me/index.html	C:/My%20Web%20Sites/eureka%202/www.genaio.me/index-3.html	(from https://www.genaio.me/css/bootstrap.min.css)
06:58:03	362836/362836	---M--	200	added ('OK')	font/woff2	etag:%222315e17dd35201f4b19fcd4a41937e67%22	https://www.genaio.me/fonts/fa-sharp-light-300.woff2	C:/My%20Web%20Sites/eureka%202/www.genaio.me/fonts/fa-sharp-light-300.woff2	(from https://www.genaio.me/css/font-awesome-pro.min.css)
06:58:05	896932/896932	---MCZ	200	added ('OK')	font/ttf	etag:W/%22a0de22f58e99a06d30398c680e4d178c%22	https://www.genaio.me/fonts/fa-sharp-light-300.ttf	C:/My%20Web%20Sites/eureka%202/www.genaio.me/fonts/fa-sharp-light-300.ttf	(from https://www.genaio.me/css/font-awesome-pro.min.css)
06:58:05	327912/327912	---M--	200	added ('OK')	font/woff2	etag:%229e643129e2db398eab0f8d326b12d355%22	https://www.genaio.me/fonts/fa-sharp-regular-400.woff2	C:/My%20Web%20Sites/eureka%202/www.genaio.me/fonts/fa-sharp-regular-400.woff2	(from https://www.genaio.me/css/font-awesome-pro.min.css)
06:58:05	795080/795080	---MCZ	200	added ('OK')	font/ttf	etag:W/%2277675e40c1a4deaa08f1f1bbf2b27cce%22	https://www.genaio.me/fonts/fa-sharp-regular-400.ttf	C:/My%20Web%20Sites/eureka%202/www.genaio.me/fonts/fa-sharp-regular-400.ttf	(from https://www.genaio.me/css/font-awesome-pro.min.css)
06:58:06	257496/257496	---M--	200	added ('OK')	font/woff2	etag:%2200291b4b3b503586be2a97c85fa07d22%22	https://www.genaio.me/fonts/fa-sharp-solid-900.woff2	C:/My%20Web%20Sites/eureka%202/www.genaio.me/fonts/fa-sharp-solid-900.woff2	(from https://www.genaio.me/css/font-awesome-pro.min.css)
06:58:06	110932/110932	---M--	200	added ('OK')	font/woff2	etag:%22f022fca674f561d3f3f9f187a7fa3222%22	https://www.genaio.me/fonts/fa-brands-400.woff2	C:/My%20Web%20Sites/eureka%202/www.genaio.me/fonts/fa-brands-400.woff2	(from https://www.genaio.me/css/font-awesome-pro.min.css)
06:58:06	639276/639276	---MCZ	200	added ('OK')	font/ttf	etag:W/%220e78e8984ab179f3c089c1158fb5b055%22	https://www.genaio.me/fonts/fa-sharp-solid-900.ttf	C:/My%20Web%20Sites/eureka%202/www.genaio.me/fonts/fa-sharp-solid-900.ttf	(from https://www.genaio.me/css/font-awesome-pro.min.css)
06:58:07	192100/192100	---MCZ	200	added ('OK')	font/ttf	etag:W/%22711a6cf9c6c553627ad277067520b665%22	https://www.genaio.me/fonts/fa-brands-400.ttf	C:/My%20Web%20Sites/eureka%202/www.genaio.me/fonts/fa-brands-400.ttf	(from https://www.genaio.me/css/font-awesome-pro.min.css)
06:58:08	418168/418168	---M--	200	added ('OK')	font/woff2	etag:%22f41b398f956e0110835289e223ab1147%22	https://www.genaio.me/fonts/fa-duotone-900.woff2	C:/My%20Web%20Sites/eureka%202/www.genaio.me/fonts/fa-duotone-900.woff2	(from https://www.genaio.me/css/font-awesome-pro.min.css)
06:58:09	1267308/1267308	---MCZ	200	added ('OK')	font/ttf	etag:W/%22ea81b167e2b96af61bc5c61f33570849%22	https://www.genaio.me/fonts/fa-duotone-900.ttf	C:/My%20Web%20Sites/eureka%202/www.genaio.me/fonts/fa-duotone-900.ttf	(from https://www.genaio.me/css/font-awesome-pro.min.css)
06:58:09	429424/429424	---M--	200	added ('OK')	font/woff2	etag:%22183f1c8f71f9b21737cb79caea0f6c3d%22	https://www.genaio.me/fonts/fa-light-300.woff2	C:/My%20Web%20Sites/eureka%202/www.genaio.me/fonts/fa-light-300.woff2	(from https://www.genaio.me/css/font-awesome-pro.min.css)
06:58:10	1158388/1158388	---MCZ	200	added ('OK')	font/ttf	etag:W/%220ff58c8bc78b943d011674c7fd539ddf%22	https://www.genaio.me/fonts/fa-light-300.ttf	C:/My%20Web%20Sites/eureka%202/www.genaio.me/fonts/fa-light-300.ttf	(from https://www.genaio.me/css/font-awesome-pro.min.css)
06:58:10	395444/395444	---M--	200	added ('OK')	font/woff2	etag:%22f3100ca1d6b8939d47fe7e23a831bcd3%22	https://www.genaio.me/fonts/fa-regular-400.woff2	C:/My%20Web%20Sites/eureka%202/www.genaio.me/fonts/fa-regular-400.woff2	(from https://www.genaio.me/css/font-awesome-pro.min.css)
06:58:11	1038004/1038004	---MCZ	200	added ('OK')	font/ttf	etag:W/%22206e671047440f382cdacb295391d7ed%22	https://www.genaio.me/fonts/fa-regular-400.ttf	C:/My%20Web%20Sites/eureka%202/www.genaio.me/fonts/fa-regular-400.ttf	(from https://www.genaio.me/css/font-awesome-pro.min.css)
06:58:11	327824/327824	---M--	200	added ('OK')	font/woff2	etag:%22e0f1f10202002bf91422fd3768c2d744%22	https://www.genaio.me/fonts/fa-solid-900.woff2	C:/My%20Web%20Sites/eureka%202/www.genaio.me/fonts/fa-solid-900.woff2	(from https://www.genaio.me/css/font-awesome-pro.min.css)
06:58:12	907696/907696	---MCZ	200	added ('OK')	font/ttf	etag:W/%2253400e29617458ac089d98341b077c42%22	https://www.genaio.me/fonts/fa-solid-900.ttf	C:/My%20Web%20Sites/eureka%202/www.genaio.me/fonts/fa-solid-900.ttf	(from https://www.genaio.me/css/font-awesome-pro.min.css)
06:58:12	465964/465964	---M--	200	added ('OK')	font/woff2	etag:%22b4e98c8d4e2a0e51a0afa2d651553bef%22	https://www.genaio.me/fonts/fa-thin-100.woff2	C:/My%20Web%20Sites/eureka%202/www.genaio.me/fonts/fa-thin-100.woff2	(from https://www.genaio.me/css/font-awesome-pro.min.css)
06:58:12	4568/4568	---M--	200	added ('OK')	font/woff2	etag:%22afbc9f1f583819970e8158f8aa0cf484%22	https://www.genaio.me/fonts/fa-v4compatibility.woff2	C:/My%20Web%20Sites/eureka%202/www.genaio.me/fonts/fa-v4compatibility.woff2	(from https://www.genaio.me/css/font-awesome-pro.min.css)
06:58:12	10172/10172	---MCZ	200	added ('OK')	font/ttf	etag:W/%22e01635f5154425d2f5824f486e3b9154%22	https://www.genaio.me/fonts/fa-v4compatibility.ttf	C:/My%20Web%20Sites/eureka%202/www.genaio.me/fonts/fa-v4compatibility.ttf	(from https://www.genaio.me/css/font-awesome-pro.min.css)
06:58:13	5756/5756	---M--	200	added ('OK')	font/woff2	etag:%223039c3393cd5ecb51dd4db1699fc80b2%22	https://www.genaio.me/fonts/flaticon_gerold.woff2	C:/My%20Web%20Sites/eureka%202/www.genaio.me/fonts/flaticon_gerold.woff2	(from https://www.genaio.me/css/flaticon_gerold.css)
06:58:13	1269336/1269336	---MCZ	200	added ('OK')	font/ttf	etag:W/%22c4754fdc1f5a634615442cc2c06cc583%22	https://www.genaio.me/fonts/fa-thin-100.ttf	C:/My%20Web%20Sites/eureka%202/www.genaio.me/fonts/fa-thin-100.ttf	(from https://www.genaio.me/css/font-awesome-pro.min.css)
06:58:13	6988/6988	---M--	200	added ('OK')	font/woff	etag:%2282ccab49ce2df6bc0e22c338fc0dadfb%22	https://www.genaio.me/fonts/flaticon_gerold.woff	C:/My%20Web%20Sites/eureka%202/www.genaio.me/fonts/flaticon_gerold.woff	(from https://www.genaio.me/css/flaticon_gerold.css)
06:58:13	12068/12068	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22fd4438bf8fb5b1bb337daab34c876b78%22	https://www.genaio.me/fonts/flaticon_gerold.eot	C:/My%20Web%20Sites/eureka%202/www.genaio.me/fonts/flaticon_gerold.eot	(from https://www.genaio.me/css/flaticon_gerold.css)
06:58:14	11872/11872	---MCZ	200	added ('OK')	font/ttf	etag:W/%2218e1f3a42e37dc747bc9694250e01b54%22	https://www.genaio.me/fonts/flaticon_gerold.ttf	C:/My%20Web%20Sites/eureka%202/www.genaio.me/fonts/flaticon_gerold.ttf	(from https://www.genaio.me/css/flaticon_gerold.css)
06:58:14	2457/2457	---MCZ	200	added ('OK')	text/html	etag:W/%22e53fdf76753edcd8773ab17ae968bfd6%22	https://www.genaio.me/images/flaticon_gerold.html	C:/My%20Web%20Sites/eureka%202/www.genaio.me/images/flaticon_gerold.html	(from https://www.genaio.me/css/flaticon_gerold.css)
06:58:15	2457/2457	---MCZ	200	added ('OK')	text/html	etag:W/%22e53fdf76753edcd8773ab17ae968bfd6%22	https://www.genaio.me/css/owl.video.play.html	C:/My%20Web%20Sites/eureka%202/www.genaio.me/css/owl.video.play.html	(from https://www.genaio.me/css/owl.carousel.min.css)
06:58:15	2457/2457	---MCZ	200	added ('OK')	text/html	etag:W/%22e53fdf76753edcd8773ab17ae968bfd6%22	https://www.genaio.me/images/down-arrow.html	C:/My%20Web%20Sites/eureka%202/www.genaio.me/images/down-arrow.html	(from https://www.genaio.me/css/main.css)
06:58:16	2457/2457	---MCZ	200	added ('OK')	text/html	etag:W/%22e53fdf76753edcd8773ab17ae968bfd6%22	https://www.genaio.me/blog-details.html	C:/My%20Web%20Sites/eureka%202/www.genaio.me/blog-details.html	(from https://www.genaio.me/index-2.html)
06:58:16	3670/3670	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2021%20Apr%202024%2013:58:02%20GMT	https://www.genaio.me/htdocs_error/style.css	C:/My%20Web%20Sites/eureka%202/www.genaio.me/htdocs_error/style.css	(from https://www.genaio.me/images/modal-img.html)
06:58:17	121200/121200	---MCZ	200	added ('OK')	text/css	etag:W/%22ec3bb52a00e176a7181d454dffaea219%22	https://maxcdn.bootstrapcdn.com/bootstrap/3.3.7/css/bootstrap.min.css	C:/My%20Web%20Sites/eureka%202/maxcdn.bootstrapcdn.com/bootstrap/3.3.7/css/bootstrap.min.css	(from https://www.genaio.me/images/modal-img.html)
06:58:17	52916/52916	---MC-	200	added ('OK')	text/javascript	date:Tue,%2012%20Dec%202023%2018:09:08%20GMT	https://www.google-analytics.com/analytics.js	C:/My%20Web%20Sites/eureka%202/www.google-analytics.com/analytics.js	(from https://www.genaio.me/images/modal-img.html)
06:58:18	3670/3670	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2021%20Apr%202024%2013:58:04%20GMT	https://www.genaio.me/htdocs_error/something-lost.png	C:/My%20Web%20Sites/eureka%202/www.genaio.me/htdocs_error/something-lost.png	(from https://www.genaio.me/images/modal-img.html)
